,tamcel,nodos,grado,smallworldness,beta,mean-sw,stdev-sw,sw-min,sw-max,swdiff,absswdiff
48,18,3267,3.53045607591,117.44496814,0.9,1.20814650043,0.496639247014,0.547277070417,2.18462141824,116.23682164,116.23682164
49,18,3267,3.53045607591,117.44496814,1.0,0.829060148275,0.341142379869,0.394447096245,1.4225219158,116.615907992,116.615907992
50,20,3007,3.78250748254,116.756341319,0.1,153.075588892,1.48304974587,150.652798396,155.689284282,-36.3192475725,36.3192475725
51,20,3007,3.78250748254,116.756341319,0.2,141.66521006,2.60286949865,136.053781386,146.611105917,-24.9088687411,24.9088687411
52,20,3007,3.78250748254,116.756341319,0.3,108.04718045,3.46171123112,102.150666856,113.970657404,8.70916086876,8.70916086876
53,20,3007,3.78250748254,116.756341319,0.4,74.2882409338,2.57931095884,69.6396845229,79.6612282284,42.4681003852,42.4681003852
54,20,3007,3.78250748254,116.756341319,0.5,44.5943647199,2.66603488834,39.3848931954,50.2677767678,72.1619765992,72.1619765992
55,20,3007,3.78250748254,116.756341319,0.6,24.1378961709,1.98711155727,21.6549017755,28.2914775465,92.6184451481,92.6184451481
56,20,3007,3.78250748254,116.756341319,0.7,10.7140223611,1.1812977179,8.28005986416,13.3846967019,106.042318958,106.042318958
57,20,3007,3.78250748254,116.756341319,0.8,3.94350634155,0.653927335554,2.76698577869,4.91147340951,112.812834977,112.812834977
58,20,3007,3.78250748254,116.756341319,0.9,1.07414189503,0.264253530249,0.571783546503,1.49525643483,115.682199424,115.682199424
59,20,3007,3.78250748254,116.756341319,1.0,0.692917833858,0.407960950315,0.0,1.64472384368,116.063423485,116.063423485
60,22,2835,3.89770723104,130.715054666,0.1,144.500475588,0.946204884296,142.574224436,146.672668466,-13.7854209219,13.7854209219
61,22,2835,3.89770723104,130.715054666,0.2,133.146249618,2.01410006416,129.489733483,136.455824894,-2.43119495177,2.43119495177
62,22,2835,3.89770723104,130.715054666,0.3,102.090636024,3.6955222484,95.2830769364,108.945144855,28.6244186427,28.6244186427
63,22,2835,3.89770723104,130.715054666,0.4,69.5942741282,3.20433039569,65.1794391771,77.4105802036,61.1207805382,61.1207805382
64,22,2835,3.89770723104,130.715054666,0.5,42.1974330669,2.34739431216,38.4804435414,47.9385239706,88.5176215996,88.5176215996
65,22,2835,3.89770723104,130.715054666,0.6,21.887839581,2.07631279536,17.117752389,25.477348656,108.827215085,108.827215085
66,22,2835,3.89770723104,130.715054666,0.7,10.3167251872,1.52551571638,6.84821097101,12.4145802286,120.398329479,120.398329479
67,22,2835,3.89770723104,130.715054666,0.8,3.41752761329,0.682352257251,2.35060121665,4.62294538549,127.297527053,127.297527053
68,22,2835,3.89770723104,130.715054666,0.9,1.08428371518,0.361290952269,0.340785194518,1.75346012098,129.630770951,129.630770951
69,22,2835,3.89770723104,130.715054666,1.0,0.71016968307,0.289790859348,0.304774415571,1.33702250341,130.004884983,130.004884983
70,24,2588,4.21638330757,125.786300473,0.1,132.66860183,1.28122832122,130.492771608,135.0728518,-6.88230135697,6.88230135697
71,24,2588,4.21638330757,125.786300473,0.2,120.992089636,2.20744754649,117.227141184,124.355845532,4.79421083773,4.79421083773
72,24,2588,4.21638330757,125.786300473,0.3,93.4870926778,2.37173212749,88.3446712114,96.8115351623,32.2992077955,32.2992077955
73,24,2588,4.21638330757,125.786300473,0.4,63.9781831931,3.27283914321,58.7213558088,69.044808183,61.8081172803,61.8081172803
74,24,2588,4.21638330757,125.786300473,0.5,38.5095186649,1.84203523393,34.7750835337,42.3995441762,87.2767818084,87.2767818084
75,24,2588,4.21638330757,125.786300473,0.6,20.7007347137,1.59943907597,18.2375080353,24.4482514927,105.08556576,105.08556576
76,24,2588,4.21638330757,125.786300473,0.7,8.96109704834,1.24913790936,7.03810747099,11.3763804848,116.825203425,116.825203425
77,24,2588,4.21638330757,125.786300473,0.8,3.15462328518,0.862449451973,1.51814558629,5.01849432483,122.631677188,122.631677188
78,24,2588,4.21638330757,125.786300473,0.9,1.05154487958,0.443845277498,0.285942574431,1.86206901139,124.734755594,124.734755594
79,24,2588,4.21638330757,125.786300473,1.0,0.777388798713,0.3242787963,0.232538018631,1.58631344859,125.008911675,125.008911675
80,26,2435,4.44024640657,118.165187905,0.1,124.884691763,1.22956546113,122.853432273,127.757905403,-6.71950385821,6.71950385821
81,26,2435,4.44024640657,118.165187905,0.2,114.623481735,0.956571948316,113.153551011,116.319539485,3.54170616986,3.54170616986
82,26,2435,4.44024640657,118.165187905,0.3,87.7045422097,3.06693582599,81.6470336832,91.9504608322,30.4606456954,30.4606456954
83,26,2435,4.44024640657,118.165187905,0.4,59.7265519455,2.74536068512,55.3313858793,66.0363366967,58.4386359596,58.4386359596
84,26,2435,4.44024640657,118.165187905,0.5,37.5698159313,2.11773524862,34.1251286932,41.1589018333,80.5953719739,80.5953719739
