,tcel,DivENKL,DivERKL,DivSWKL,DivSFKL,DivENSWKL,DivENSFKL
127,12,inf,0.00099754125526,0.538103658542,inf,inf,inf
128,12,inf,0.00311671164151,0.544055923698,inf,inf,inf
129,12,inf,inf,0.494261043179,inf,inf,inf
130,12,inf,0.00356902047513,0.513020030274,inf,inf,inf
131,12,inf,inf,0.485920060002,inf,inf,inf
132,12,inf,0.00215223189094,0.578241914441,inf,inf,inf
133,12,inf,inf,0.542655102021,inf,inf,inf
134,12,inf,inf,0.495083487336,inf,inf,inf
135,12,inf,0.00131203215331,0.501913632418,inf,inf,inf
136,12,inf,0.00312579885402,0.523676009988,inf,inf,inf
137,12,inf,0.00180898641492,0.546781913938,inf,inf,inf
138,12,inf,inf,0.541692154619,inf,inf,inf
139,12,inf,0.00129020068667,0.522727792638,inf,inf,inf
140,12,inf,inf,0.519547268443,inf,inf,inf
141,12,inf,0.0010577947434,0.534893118838,inf,inf,inf
142,12,inf,inf,0.557641609696,inf,inf,inf
143,12,inf,0.00138495628284,0.514236320862,inf,inf,inf
144,12,inf,inf,0.541967386595,inf,inf,inf
145,12,inf,inf,0.550423342736,inf,inf,inf
146,12,inf,0.00118798450347,0.513634857013,inf,inf,inf
147,12,inf,0.0026504907539,0.528508706169,inf,inf,inf
148,12,inf,inf,0.505026871625,inf,inf,inf
149,12,inf,0.0019636841405,0.53376018515,inf,inf,inf
150,12,inf,0.00195487940088,0.526852430731,inf,inf,inf
151,12,inf,0.00257490273479,0.542817144692,inf,inf,inf
152,12,inf,0.00380844439824,0.522414489676,inf,inf,inf
153,12,inf,0.00487377075126,0.499963946604,inf,inf,inf
154,12,inf,inf,0.547422293422,inf,inf,inf
155,12,inf,0.00236423765945,0.501626200939,inf,inf,inf
156,12,inf,0.00299219473431,0.519794122674,inf,inf,inf
157,12,inf,inf,0.523051695099,inf,inf,inf
158,12,inf,0.00337091947261,0.526448509768,inf,inf,inf
159,12,inf,0.00516052726758,0.563017345182,inf,inf,inf
160,12,inf,0.00320459834081,0.559003428892,inf,inf,inf
161,12,inf,inf,0.538770029982,inf,inf,inf
162,12,inf,0.00228865219942,0.522324267292,inf,inf,inf
163,12,inf,0.00350243504315,0.526743356417,inf,inf,inf
164,12,inf,inf,0.553273638286,inf,inf,inf
165,12,inf,inf,0.517404518477,inf,inf,inf
166,12,inf,0.00219324481269,0.55627573809,inf,inf,inf
167,12,inf,inf,0.522331206935,inf,inf,inf
168,12,inf,0.00233866422983,0.528609116207,inf,inf,inf
169,12,inf,inf,0.554152797357,inf,inf,inf
170,12,inf,0.00295981764564,0.510617234867,inf,inf,inf
171,12,inf,inf,0.530338606376,inf,inf,inf
172,12,inf,inf,0.566011073749,inf,inf,inf
173,12,inf,0.0013880097321,0.533252674261,inf,inf,inf
174,12,inf,inf,0.550975942838,inf,inf,inf
175,12,inf,inf,0.540596368285,inf,inf,inf
176,12,inf,inf,0.520748553144,inf,inf,inf
177,12,inf,0.00405460202056,0.53792465786,inf,inf,inf
178,12,inf,0.00183179714574,0.535582382481,inf,inf,inf
179,12,inf,inf,0.514854872415,inf,inf,inf
180,12,inf,inf,0.548978922059,inf,inf,inf
181,12,inf,0.00143120493723,0.495014239693,inf,inf,inf
182,12,inf,0.00250477322522,0.547081962159,inf,inf,inf
183,12,inf,0.00211510009886,0.537538710838,inf,inf,inf
184,12,inf,inf,0.535803232113,inf,inf,inf
185,12,inf,0.00233465726633,0.548448075504,inf,inf,inf
186,12,inf,0.00118105937025,0.483431976226,inf,inf,inf
187,12,inf,0.00312841740918,0.551190982116,inf,inf,inf
188,12,inf,0.00271182159514,0.544947598355,inf,inf,inf
189,12,inf,0.00182470453787,0.522826363233,inf,inf,inf
190,12,inf,0.00402663116326,0.571454631947,inf,inf,inf
191,12,inf,inf,0.523423343445,inf,inf,inf
192,12,inf,0.000761508700899,0.5533682193,inf,inf,inf
193,12,inf,inf,0.557363265814,inf,inf,inf
194,12,inf,0.0014984918655,0.524825448565,inf,inf,inf
195,12,inf,0.00232790239691,0.512790901017,inf,inf,inf
196,12,inf,inf,0.521583584987,inf,inf,inf
197,12,inf,inf,0.528691862902,inf,inf,inf
198,12,inf,inf,0.529272519674,inf,inf,inf
199,12,inf,0.00170881056074,0.507249839917,inf,inf,inf
200,14,inf,inf,0.462667400288,inf,inf,inf
201,14,inf,inf,0.476568000459,inf,inf,inf
202,14,inf,0.00328933156697,0.44688344274,inf,inf,inf
203,14,inf,inf,0.417475821192,inf,inf,inf
204,14,inf,0.003668977502,0.451800091966,inf,inf,inf
205,14,inf,inf,0.461657062723,inf,inf,inf
206,14,inf,inf,0.465017458786,inf,inf,inf
207,14,inf,0.00237907546552,0.484609793633,inf,inf,inf
208,14,inf,inf,0.423732353281,inf,inf,inf
209,14,inf,0.00364732440964,0.433496817727,inf,inf,inf
210,14,inf,inf,0.451352471958,inf,inf,inf
211,14,inf,inf,0.454313252695,inf,inf,inf
212,14,inf,inf,0.453546982185,inf,inf,inf
213,14,inf,0.00418227169762,0.460385531594,inf,inf,inf
214,14,inf,inf,0.460378719414,inf,inf,inf
215,14,inf,inf,0.415697038761,inf,inf,inf
216,14,inf,inf,0.426114095376,inf,inf,inf
217,14,inf,0.00160094534785,0.44438768533,inf,inf,inf
218,14,inf,0.00376439030171,0.485930959658,inf,inf,inf
219,14,inf,inf,0.490628980537,inf,inf,inf
220,14,inf,0.00226950855163,0.450591633071,inf,inf,inf
221,14,inf,0.00289330952851,0.454539220233,inf,inf,inf
222,14,inf,0.00321830840701,0.472511220204,inf,inf,inf
223,14,inf,inf,0.455913761306,inf,inf,inf
224,14,inf,0.00267233932464,0.462334687808,inf,inf,inf
225,14,inf,0.00331818562981,0.460488309454,inf,inf,inf
226,14,inf,0.0012509812857,0.437570418873,inf,inf,inf
227,14,inf,inf,0.432652690655,inf,inf,inf
228,14,inf,0.00480492597338,0.464544038486,inf,inf,inf
229,14,inf,0.00190689665128,0.4571298259,inf,inf,inf
230,14,inf,inf,0.457559459751,inf,inf,inf
231,14,inf,inf,0.43121712613,inf,inf,inf
232,14,inf,0.00345356135921,0.463774872976,inf,inf,inf
233,14,inf,0.00277418207445,0.457848863993,inf,inf,inf
234,14,inf,0.00241500873745,0.464439132566,inf,inf,inf
235,14,inf,inf,0.434172758537,inf,inf,inf
236,14,inf,0.00501320486713,0.440396538801,inf,inf,inf
237,14,inf,inf,0.461143750055,inf,inf,inf
238,14,inf,0.00388451175826,0.450360105699,inf,inf,inf
239,14,inf,0.00113707729239,0.449100118937,inf,inf,inf
240,14,inf,0.00174916043261,0.410598687392,inf,inf,inf
241,14,inf,inf,0.442708623175,inf,inf,inf
242,14,inf,inf,0.471556195218,inf,inf,inf
243,14,inf,0.00308054466681,0.466713585884,inf,inf,inf
244,14,inf,0.00151045615845,0.43632903,inf,inf,inf
245,14,inf,inf,0.426988582452,inf,inf,inf
246,14,inf,0.000867325469014,0.444040915375,inf,inf,inf
247,14,inf,0.0018426353785,0.477291791764,inf,inf,inf
248,14,inf,0.00352850667482,0.456766602417,inf,inf,inf
249,14,inf,0.0039793065677,0.477169919635,inf,inf,inf
250,14,inf,inf,0.403351378078,inf,inf,inf
251,14,inf,inf,0.462152879805,inf,inf,inf
252,14,inf,inf,0.462610477976,inf,inf,inf
253,14,inf,0.00246465050925,0.439485677016,inf,inf,inf
254,14,inf,inf,0.454969232559,inf,inf,inf
255,14,inf,inf,0.439445326783,inf,inf,inf
256,14,inf,inf,0.452150872065,inf,inf,inf
257,14,inf,inf,0.439468659292,inf,inf,inf
258,14,inf,0.00327582657885,0.447943097476,inf,inf,inf
259,14,inf,inf,0.455125612856,inf,inf,inf
260,14,inf,inf,0.462305885053,inf,inf,inf
261,14,inf,inf,0.434579493916,inf,inf,inf
262,14,inf,inf,0.450356853886,inf,inf,inf
263,14,inf,inf,0.455532327675,inf,inf,inf
264,14,inf,0.00247294100044,0.441257280799,inf,inf,inf
265,14,inf,0.00510540471676,0.424977757087,inf,inf,inf
266,14,inf,inf,0.41715781616,inf,inf,inf
267,14,inf,0.00151026327271,0.446357986764,inf,inf,inf
268,14,inf,0.00286864543226,0.446132064959,inf,inf,inf
269,14,inf,0.00183050247137,0.440127573556,inf,inf,inf
270,14,inf,inf,0.439616487315,inf,inf,inf
271,14,inf,inf,0.439454763545,inf,inf,inf
272,14,inf,inf,0.432659673988,inf,inf,inf
273,14,inf,inf,0.438469638773,inf,inf,inf
274,14,inf,0.00284657098912,0.439640990855,inf,inf,inf
275,14,inf,0.00626874370748,0.473458091084,inf,inf,inf
276,14,inf,inf,0.44976111685,inf,inf,inf
277,14,inf,0.00489290886337,0.43991421265,inf,inf,inf
278,14,inf,0.00263081084305,0.446619313914,inf,inf,inf
279,14,inf,inf,0.467964108442,inf,inf,inf
280,14,inf,0.00367269437437,0.462800941415,inf,inf,inf
281,14,inf,0.00107355167602,0.437810045238,inf,inf,inf
282,14,inf,inf,0.409492785225,inf,inf,inf
283,14,inf,inf,0.436102577231,inf,inf,inf
284,14,inf,inf,0.44719054569,inf,inf,inf
285,14,inf,0.00463310687408,0.517136126567,inf,inf,inf
286,14,inf,0.0019866379831,0.439513465378,inf,inf,inf
287,14,inf,0.00174591835829,0.429202776091,inf,inf,inf
288,14,inf,0.00328681020078,0.443356447047,inf,inf,inf
289,14,inf,0.00131577100105,0.471043712828,inf,inf,inf
290,14,inf,0.00305579507015,0.465093345401,inf,inf,inf
291,14,inf,inf,0.456098086392,inf,inf,inf
292,14,inf,0.00378327744278,0.468903705066,inf,inf,inf
293,14,inf,0.00369502280771,0.447596158224,inf,inf,inf
294,14,inf,inf,0.450147568348,inf,inf,inf
295,14,inf,0.00523518456342,0.41933242099,inf,inf,inf
296,14,inf,inf,0.43364417975,inf,inf,inf
297,14,inf,inf,0.450760209654,inf,inf,inf
298,14,inf,0.00559497140702,0.450925416515,inf,inf,inf
299,14,inf,inf,0.456304787387,inf,inf,inf
300,16,inf,0.00209390919629,0.498909050585,inf,inf,inf
301,16,inf,inf,0.499131489958,inf,inf,inf
302,16,inf,inf,0.492729114244,inf,inf,inf
303,16,inf,0.00376868124585,0.459435466158,inf,inf,inf
304,16,inf,inf,0.481547983852,inf,inf,inf
305,16,inf,0.00282041589228,0.474332892011,inf,inf,inf
306,16,inf,inf,0.50693975269,inf,inf,inf
307,16,inf,inf,0.492671578377,inf,inf,inf
308,16,inf,0.00393312025893,0.489139849098,inf,inf,inf
309,16,inf,inf,0.469380429873,inf,inf,inf
310,16,inf,0.00248139676204,0.471760706015,inf,inf,inf
311,16,inf,inf,0.468052878129,inf,inf,inf
312,16,inf,inf,0.46479642643,inf,inf,inf
313,16,inf,0.00154296115402,0.507703915963,inf,inf,inf
314,16,inf,0.00326627490058,0.468624565829,inf,inf,inf
315,16,inf,inf,0.455953461861,inf,inf,inf
316,16,inf,inf,0.503176174072,inf,inf,inf
317,16,inf,0.00493836386742,0.471924125353,inf,inf,inf
318,16,inf,inf,0.515409221415,inf,inf,inf
319,16,inf,0.00437716260153,0.486746756745,inf,inf,inf
320,16,inf,0.00508444514198,0.460975709883,inf,inf,inf
321,16,inf,0.00304593525068,0.485556162801,inf,inf,inf
322,16,inf,inf,0.481720615098,inf,inf,inf
323,16,inf,0.00304112446262,0.526548949145,inf,inf,inf
324,16,inf,0.00451262589245,0.511329745637,inf,inf,inf
325,16,inf,0.00558518456253,0.501506705603,inf,inf,inf
326,16,inf,0.00516624504364,0.442240446207,inf,inf,inf
327,16,inf,inf,0.501673152179,inf,inf,inf
328,16,inf,inf,0.468503588464,inf,inf,inf
329,16,inf,0.00435969793718,0.492642082342,inf,inf,inf
330,16,inf,inf,0.485436183203,inf,inf,inf
331,16,inf,inf,0.512543682592,inf,inf,inf
332,16,inf,inf,0.480120933079,inf,inf,inf
333,16,inf,inf,0.502200873498,inf,inf,inf
334,16,inf,inf,0.491725797533,inf,inf,inf
335,16,inf,inf,0.470862845632,inf,inf,inf
336,16,inf,inf,0.496519969328,inf,inf,inf
337,16,inf,0.00301683249805,0.437194957831,inf,inf,inf
338,16,inf,0.00316431682841,0.490635820675,inf,inf,inf
339,16,inf,inf,0.520016750895,inf,inf,inf
340,16,inf,inf,0.489405034534,inf,inf,inf
341,16,inf,0.00518536390873,0.500579324985,inf,inf,inf
342,16,inf,0.00319405538608,0.495524872108,inf,inf,inf
343,16,inf,inf,0.490428177164,inf,inf,inf
344,16,inf,inf,0.470257968433,inf,inf,inf
345,16,inf,0.00196931095709,0.468731018781,inf,inf,inf
346,16,inf,inf,0.487644387157,inf,inf,inf
347,16,inf,inf,0.488385064002,inf,inf,inf
348,16,inf,0.00339588498241,0.487820047753,inf,inf,inf
349,16,inf,0.00162848821564,0.507017675717,inf,inf,inf
350,16,inf,inf,0.484838330292,inf,inf,inf
351,16,inf,inf,0.470684812529,inf,inf,inf
352,16,inf,inf,0.475032108233,inf,inf,inf
353,16,inf,0.00332690778968,0.521116967953,inf,inf,inf
354,16,inf,inf,0.473763077301,inf,inf,inf
355,16,inf,inf,0.472535602073,inf,inf,inf
356,16,inf,inf,0.494553901221,inf,inf,inf
357,16,inf,inf,0.470557425678,inf,inf,inf
358,16,inf,0.00561428512966,0.442684573074,inf,inf,inf
359,16,inf,0.00449338767261,0.4944222634,inf,inf,inf
360,16,inf,inf,0.452787670388,inf,inf,inf
361,16,inf,0.00471800005121,0.459362145764,inf,inf,inf
362,16,inf,0.00311910024431,0.436799646832,inf,inf,inf
363,16,inf,0.00397830488725,0.455921030503,inf,inf,inf
364,16,inf,0.00564732944392,0.514806771938,inf,inf,inf
365,16,inf,inf,0.51232245712,inf,inf,inf
366,16,inf,0.00117820943759,0.465763203922,inf,inf,inf
367,16,inf,inf,0.453944806867,inf,inf,inf
368,16,inf,0.00673670228423,0.516373908893,inf,inf,inf
369,16,inf,0.00442745819614,0.488524509133,inf,inf,inf
370,16,inf,inf,0.47776889996,inf,inf,inf
371,16,inf,inf,0.479019349107,inf,inf,inf
372,16,inf,inf,0.457440536829,inf,inf,inf
373,16,inf,inf,0.512632220096,inf,inf,inf
374,16,inf,0.00277990257806,0.48241354264,inf,inf,inf
375,16,inf,0.00576805841865,0.471920210982,inf,inf,inf
376,16,inf,0.00358713816591,0.490478615255,inf,inf,inf
377,16,inf,0.00441259229026,0.508972285677,inf,inf,inf
378,16,inf,0.00345784739909,0.506991113428,inf,inf,inf
379,16,inf,inf,0.467793322906,inf,inf,inf
380,16,inf,0.00201155856373,0.456229363489,inf,inf,inf
381,16,inf,inf,0.480001058133,inf,inf,inf
382,16,inf,0.00254186180135,0.484092339473,inf,inf,inf
383,16,inf,0.00191183148455,0.468560616645,inf,inf,inf
384,16,inf,inf,0.474916904026,inf,inf,inf
385,16,inf,0.00448584701368,0.510250902074,inf,inf,inf
386,16,inf,inf,0.486240916389,inf,inf,inf
387,16,inf,0.00222195539699,0.47961317522,inf,inf,inf
388,16,inf,0.0069536663789,0.501055911963,inf,inf,inf
389,16,inf,0.00526374917901,0.500440179514,inf,inf,inf
390,16,inf,inf,0.492157095785,inf,inf,inf
391,16,inf,0.00393270548232,0.480232552196,inf,inf,inf
392,16,inf,0.00348581113879,0.491207832196,inf,inf,inf
393,16,inf,0.00218686533542,0.477793274419,inf,inf,inf
394,16,inf,inf,0.476145710556,inf,inf,inf
395,16,inf,0.00403604012684,0.503107821696,inf,inf,inf
396,16,inf,0.00425340438291,0.524902227146,inf,inf,inf
397,16,inf,inf,0.486010054042,inf,inf,inf
398,16,inf,inf,0.491974960527,inf,inf,inf
399,16,inf,0.00253682879611,0.519223172509,inf,inf,inf
400,18,inf,0.00468547920635,0.378294524771,inf,inf,inf
401,18,inf,inf,0.36723578496,inf,inf,inf
402,18,inf,inf,inf,inf,inf,inf
403,18,inf,0.00183345155353,0.37381092865,inf,inf,inf
404,18,inf,inf,0.371660328012,inf,inf,inf
405,18,inf,inf,0.383266264102,inf,inf,inf
406,18,inf,inf,0.343334960466,inf,inf,inf
407,18,inf,inf,0.365624516987,inf,inf,inf
408,18,inf,inf,0.366952683389,inf,inf,inf
409,18,inf,0.00340381493798,0.3568496085,inf,inf,inf
410,18,inf,inf,0.344288763282,inf,inf,inf
411,18,inf,0.00215914847335,0.375347895216,inf,inf,inf
412,18,inf,inf,0.346556200227,inf,inf,inf
413,18,inf,0.00692636524554,0.367973889954,inf,inf,inf
414,18,inf,0.00244249164492,0.368643345758,inf,inf,inf
415,18,inf,0.00480653573796,0.409557333817,inf,inf,inf
416,18,inf,0.00879251314159,0.375471418859,inf,inf,inf
417,18,inf,inf,0.369476627188,inf,inf,inf
418,18,inf,0.00507850764935,0.368353922756,inf,inf,inf
419,18,inf,0.00303522850921,0.373683983701,inf,inf,inf
420,18,inf,0.00625278461514,0.358687034318,inf,inf,inf
421,18,inf,inf,0.356979216773,inf,inf,inf
422,18,inf,0.00334750162876,0.333265161366,inf,inf,inf
423,18,inf,inf,0.359372947762,inf,inf,inf
424,18,inf,inf,0.376020867087,inf,inf,inf
425,18,inf,0.00300423106661,0.366300266376,inf,inf,inf
426,18,inf,0.00301860902487,0.359386587983,inf,inf,inf
427,18,inf,0.0041679144209,0.347217711779,inf,inf,inf
428,18,inf,inf,0.382275757992,inf,inf,inf
429,18,inf,inf,0.37208716666,inf,inf,inf
430,18,inf,inf,0.367561186821,inf,inf,inf
431,18,inf,0.00236370653114,0.371122083024,inf,inf,inf
432,18,inf,0.00559873997763,0.380239103757,inf,inf,inf
433,18,inf,0.00316947031975,0.340272395471,inf,inf,inf
434,18,inf,inf,0.356233259066,inf,inf,inf
435,18,inf,0.00367922028455,0.375959930294,inf,inf,inf
436,18,inf,inf,0.383017294987,inf,inf,inf
437,18,inf,0.00347169181759,0.365244835696,inf,inf,inf
438,18,inf,0.00317315187752,0.364668109136,inf,inf,inf
439,18,inf,inf,0.372915887511,inf,inf,inf
440,18,inf,0.00314214770318,0.388331529678,inf,inf,inf
441,18,inf,inf,0.387722203548,inf,inf,inf
442,18,inf,inf,0.378444532607,inf,inf,inf
443,18,inf,inf,0.384389827535,inf,inf,inf
444,18,inf,0.00387899059293,0.375824915449,inf,inf,inf
445,18,inf,inf,0.386247258665,inf,inf,inf
446,18,inf,0.00262469027545,0.363830765936,inf,inf,inf
447,18,inf,inf,0.391778627266,inf,inf,inf
448,18,inf,inf,0.342335427486,inf,inf,inf
449,18,inf,0.00750019136997,0.362757718278,inf,inf,inf
450,18,inf,inf,0.351835786649,inf,inf,inf
451,18,inf,0.00320773644667,0.338299376868,inf,inf,inf
452,18,inf,0.00121076174151,0.359906502165,inf,inf,inf
453,18,inf,inf,0.353919212628,inf,inf,inf
454,18,inf,0.00362717042773,0.37829671636,inf,inf,inf
455,18,inf,0.00180502433974,0.342867317261,inf,inf,inf
456,18,inf,0.00455753068896,0.374378521997,inf,inf,inf
457,18,inf,inf,0.326596599938,inf,inf,inf
458,18,inf,0.00316777487408,0.36467401661,inf,inf,inf
459,18,inf,inf,0.311178888075,inf,inf,inf
460,18,inf,0.00314396241209,0.362360173499,inf,inf,inf
461,18,inf,inf,0.34462773596,inf,inf,inf
462,18,inf,0.00409945085132,0.348460298178,inf,inf,inf
463,18,inf,0.00320559152277,0.32338169624,inf,inf,inf
464,18,inf,0.00287567036894,0.363021477973,inf,inf,inf
465,18,inf,inf,0.363100881598,inf,inf,inf
466,18,inf,inf,0.33745523147,inf,inf,inf
467,18,inf,inf,0.360868108369,inf,inf,inf
468,18,inf,0.00208662040541,0.36692086919,inf,inf,inf
469,18,inf,inf,0.380068343613,inf,inf,inf
470,18,inf,0.00170978304069,0.345292258701,inf,inf,inf
471,18,inf,0.0026136892021,0.355599227779,inf,inf,inf
472,18,inf,inf,0.375371372686,inf,inf,inf
473,18,inf,inf,0.340596581176,inf,inf,inf
474,18,inf,0.00406853950129,0.358214220793,inf,inf,inf
475,18,inf,inf,0.376867227278,inf,inf,inf
476,18,inf,0.00345319396416,0.38038110332,inf,inf,inf
477,18,inf,inf,0.344196615914,inf,inf,inf
478,18,inf,inf,0.352358109062,inf,inf,inf
479,18,inf,0.0028896712484,0.370991096786,inf,inf,inf
480,18,inf,0.00217802863328,0.339945175703,inf,inf,inf
481,18,inf,0.00296085634778,0.337142952708,inf,inf,inf
482,18,inf,inf,0.409428918409,inf,inf,inf
483,18,inf,0.00393791853889,0.347872311363,inf,inf,inf
484,18,inf,0.00598594531192,0.395530532191,inf,inf,inf
